aircraft_type,country_prefix,registration_number,category
BB,OK,6688,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
B 737,OK,TVL,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TVM,AVREG_DATA.CATEGORIES.AIRPLANE
Commander 112 TCA ,OK,BMO,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,WTC,AVREG_DATA.CATEGORIES.HELICOPTER
LAK-12,OK,5305,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,5331,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0696,AVREG_DATA.CATEGORIES.GLIDER
Cessna  207,OK,DIV,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,1004,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
L 13,OK,5042,AVREG_DATA.CATEGORIES.GLIDER
Bergfalke,OK,2003,AVREG_DATA.CATEGORIES.GLIDER
EXTRA 300,OK,KOP,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,0903,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 172,OK,JWR,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,3333,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,9003,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Standard Cirrus,OK,5577,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 172,OK,OKB,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,CMW,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna 208,OK,DAY,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,0804,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,9649,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 22,OK,TSB,AVREG_DATA.CATEGORIES.HELICOPTER
L 13,OK,9460,AVREG_DATA.CATEGORIES.GLIDER
DA 40,OK,MUF,AVREG_DATA.CATEGORIES.AIRPLANE
SR22,OK,RTA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,KUN,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,TUR,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 152,OK,HAD,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA32,OK,RED,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna FR 172,OK,KHB,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,LAC,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,7546,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 182,OK,CAR,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,MAF,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8806,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,7160,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
MAULE,OK,FMT,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,2494,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,0697,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,6602,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,SCI,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,0077,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
LS 4,OK,4175,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,2244,AVREG_DATA.CATEGORIES.GLIDER
R 22,OK,AKY,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,2209,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 172,OK,TAB,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,5678,AVREG_DATA.CATEGORIES.GLIDER
DG-300 ,OK,5708,AVREG_DATA.CATEGORIES.GLIDER
LS 1-f,OK,2858,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,AVI,AVREG_DATA.CATEGORIES.AIRPLANE
Duo Discus,OK,7761,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,HLS,AVREG_DATA.CATEGORIES.HELICOPTER
R 22,OK,HSK,AVREG_DATA.CATEGORIES.HELICOPTER
Standard Cirrus,OK,6394,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0926,AVREG_DATA.CATEGORIES.GLIDER
Phoebus C,OK,0447,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,4611,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,3267,AVREG_DATA.CATEGORIES.GLIDER
SportCruiser,OK,NIC,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,0376,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,1177,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,AVA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,XAA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna LC Series,OK,MIC,AVREG_DATA.CATEGORIES.AIRPLANE
L 23,OK,1300,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0428,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 172,OK,ATM,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,2999,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,7808,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,EEE,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,0055,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Z 50,OK,XRE,AVREG_DATA.CATEGORIES.AIRPLANE
L 200,OK,KAT,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,6676,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,CRO,AVREG_DATA.CATEGORIES.AIRPLANE
Z 526,OK,ECG,AVREG_DATA.CATEGORIES.AIRPLANE
Cameron DP-70,OK,1188,AVREG_DATA.CATEGORIES.HOT_AIR_AIRSHIP
ASW 24 ,OK,0024,AVREG_DATA.CATEGORIES.POWERED_GLIDER
ASTIR CS,OK,9919,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,0550,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Discus b,OK,8822,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,1984,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,PWR,AVREG_DATA.CATEGORIES.AIRPLANE
EC 135P2,OK,LIN,AVREG_DATA.CATEGORIES.HELICOPTER
Z 43,OK,DOU,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,LEK,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA31 ,OK,EKV,AVREG_DATA.CATEGORIES.AIRPLANE
CAMERON HOT AIR BALLOONS,OK,0003,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 177 RG,OK,ONE,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 172,OK,CHR,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,8707,AVREG_DATA.CATEGORIES.GLIDER
Z 143,OK,AAF,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,2007,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
B 737,OK,TVS,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TVR,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,4253,AVREG_DATA.CATEGORIES.GLIDER
WT9 Dynamic LSA,OK,LEX,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,2230,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna 172,OK,LTA,AVREG_DATA.CATEGORIES.AIRPLANE
L 410,OK,IPL,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,2063,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,8918,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5433,AVREG_DATA.CATEGORIES.GLIDER
PS-28 Cruiser,OK,PSA,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,7225,AVREG_DATA.CATEGORIES.GLIDER
Janus,OK,3112,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,2009,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,7340,AVREG_DATA.CATEGORIES.GLIDER
PW-6U,OK,3658,AVREG_DATA.CATEGORIES.GLIDER
Cessna FR 172,OK,OBT,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,7398,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,6492,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,8709,AVREG_DATA.CATEGORIES.GLIDER
Mini-Nimbus ,OK,6737,AVREG_DATA.CATEGORIES.GLIDER
Glasflügel Sailplanes,OK,7485,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,4731,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Z 143,OK,GLR,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,1723,AVREG_DATA.CATEGORIES.POWERED_GLIDER
LS8,OK,3118,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0590,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,7279,AVREG_DATA.CATEGORIES.POWERED_GLIDER
ASW 15,OK,3758,AVREG_DATA.CATEGORIES.GLIDER
Phoebus A1,OK,1268,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,AFS,AVREG_DATA.CATEGORIES.AIRPLANE
LS 6,OK,0606,AVREG_DATA.CATEGORIES.GLIDER
R 22,OK,AEB,AVREG_DATA.CATEGORIES.HELICOPTER
Standard Cirrus,OK,0109,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,3833,AVREG_DATA.CATEGORIES.GLIDER
AS-K13,OK,2302,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,6667,AVREG_DATA.CATEGORIES.GLIDER
Z 143,OK,TUT,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,3761,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,7430,AVREG_DATA.CATEGORIES.GLIDER
Phoebus B1,OK,2101,AVREG_DATA.CATEGORIES.GLIDER
Phoebus B1,OK,5252,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,XRJ,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,0945,AVREG_DATA.CATEGORIES.GLIDER
YAK-18T ,OK,YAK,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,7101,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,MCM,AVREG_DATA.CATEGORIES.HELICOPTER
L 13,OK,0787,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,6606,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,9918,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,3706,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,6756,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,7986,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,5777,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,1711,AVREG_DATA.CATEGORIES.POWERED_GLIDER
DG-200/17,OK,5990,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,2802,AVREG_DATA.CATEGORIES.GLIDER
VENTUS,OK,3001,AVREG_DATA.CATEGORIES.GLIDER
DG-100,OK,3818,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5080,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,0484,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,3322,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5225,AVREG_DATA.CATEGORIES.GLIDER
ASW 20,OK,6625,AVREG_DATA.CATEGORIES.GLIDER
Cessna T303,OK,PAR,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,1972,AVREG_DATA.CATEGORIES.POWERED_GLIDER
DG-200/17,OK,6252,AVREG_DATA.CATEGORIES.GLIDER
SZD 48,OK,5259,AVREG_DATA.CATEGORIES.GLIDER
WT9 Dynamic LSA,OK,WOW,AVREG_DATA.CATEGORIES.AIRPLANE
Tecnam P2002 JF,OK,SAK,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,1075,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,7980,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,7724,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,TES,AVREG_DATA.CATEGORIES.HELICOPTER
ASW 15,OK,8646,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,9443,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,9779,AVREG_DATA.CATEGORIES.GLIDER
Cessna 510,OK,OBR,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS,OK,1788,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,5092,AVREG_DATA.CATEGORIES.GLIDER
BB-S,OK,1961,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
M20J,OK,III,AVREG_DATA.CATEGORIES.AIRPLANE
SPEED ASTIR II,OK,7662,AVREG_DATA.CATEGORIES.GLIDER
LS 1-d,OK,2717,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,4771,AVREG_DATA.CATEGORIES.GLIDER
DG-200/17,OK,0200,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,2022,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 172,OK,BVA,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,EOK,AVREG_DATA.CATEGORIES.AIRPLANE
SF 27 A,OK,8168,AVREG_DATA.CATEGORIES.GLIDER
PS-28 Cruiser,OK,SCB,AVREG_DATA.CATEGORIES.AIRPLANE
PS-28 Cruiser,OK,APG,AVREG_DATA.CATEGORIES.AIRPLANE
PS-28 Cruiser,OK,BLB,AVREG_DATA.CATEGORIES.AIRPLANE
NIMBUS,OK,3531,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,1419,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,1215,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,BLP,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,3003,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Bergfalke,OK,1368,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,6620,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,TEA,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,JOR,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,1020,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Cessna F177,OK,WIB,AVREG_DATA.CATEGORIES.AIRPLANE
DG-300 ,OK,1950,AVREG_DATA.CATEGORIES.GLIDER
P.66,OK,JDV,
BB-S,OK,1209,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Phoebus C,OK,0571,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,DRB,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TVT,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TVU,AVREG_DATA.CATEGORIES.AIRPLANE
Schweizer 269,OK,PIN,AVREG_DATA.CATEGORIES.HELICOPTER
L 410,OK,VAA,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 172,OK,ZBR,AVREG_DATA.CATEGORIES.AIRPLANE
LS 3,OK,9664,AVREG_DATA.CATEGORIES.GLIDER
LS 1-f,OK,8522,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,9917,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,4703,AVREG_DATA.CATEGORIES.GLIDER
LS 6,OK,3123,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,9281,AVREG_DATA.CATEGORIES.GLIDER
ASW 27,OK,2992,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 44,OK,GTP,AVREG_DATA.CATEGORIES.HELICOPTER
R 22,OK,MAY,AVREG_DATA.CATEGORIES.HELICOPTER
VENTUS,OK,9902,AVREG_DATA.CATEGORIES.GLIDER
Z 226,OK,LLR,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,3017,AVREG_DATA.CATEGORIES.POWERED_GLIDER
PW-6U,OK,3751,AVREG_DATA.CATEGORIES.GLIDER
AS-K13,OK,0419,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1102,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
GROB SAILPLANES,OK,3344,AVREG_DATA.CATEGORIES.GLIDER
L 23,OK,5550,AVREG_DATA.CATEGORIES.GLIDER
B 737,OK,TVV,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,9916,AVREG_DATA.CATEGORIES.GLIDER
Cessna 172,OK,ELR,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,AQK,AVREG_DATA.CATEGORIES.HELICOPTER
SF 27 A,OK,1426,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,3231,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1511,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
K7,OK,5706,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA46,OK,ALT,AVREG_DATA.CATEGORIES.AIRPLANE
L 23,OK,3116,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,1628,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,8010,AVREG_DATA.CATEGORIES.GLIDER
R 22,OK,HDS,AVREG_DATA.CATEGORIES.HELICOPTER
Z 526,OK,DRK,AVREG_DATA.CATEGORIES.AIRPLANE
HPH Glasflügel 304,OK,2031,AVREG_DATA.CATEGORIES.POWERED_GLIDER
R 44,OK,VIN,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna F 172,OK,BAF,AVREG_DATA.CATEGORIES.AIRPLANE
Bergfalke,OK,1427,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,8870,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
GROB SAILPLANES,OK,4758,AVREG_DATA.CATEGORIES.GLIDER
K-STU/1000,OK,0001,AVREG_DATA.CATEGORIES.GAS_BALLOON
Glasflügel Sailplanes,OK,7189,AVREG_DATA.CATEGORIES.GLIDER
LS 1-f,OK,3136,AVREG_DATA.CATEGORIES.GLIDER
DG-100,OK,8015,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,XRX,AVREG_DATA.CATEGORIES.AIRPLANE
CT,OK,CPK,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 20,OK,3154,AVREG_DATA.CATEGORIES.GLIDER
ASW 24 ,OK,2607,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,HIC,AVREG_DATA.CATEGORIES.HELICOPTER
Phoebus A1,OK,9205,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,2783,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,3945,AVREG_DATA.CATEGORIES.GLIDER
ASW 19,OK,3722,AVREG_DATA.CATEGORIES.GLIDER
Rhönlerche II,OK,0858,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,5847,AVREG_DATA.CATEGORIES.GLIDER
Cessna 152,OK,MMC,AVREG_DATA.CATEGORIES.AIRPLANE
TWIN ASTIR,OK,2394,AVREG_DATA.CATEGORIES.GLIDER
NIMBUS,OK,2829,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,7119,AVREG_DATA.CATEGORIES.GLIDER
MIG-15UTI,OK,UTI,AVREG_DATA.CATEGORIES.AIRPLANE
R 44,OK,WRC,AVREG_DATA.CATEGORIES.HELICOPTER
SR20,OK,LAW,AVREG_DATA.CATEGORIES.AIRPLANE
ASTIR CS,OK,5053,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,4069,AVREG_DATA.CATEGORIES.GLIDER
L 23,OK,8688,AVREG_DATA.CATEGORIES.GLIDER
DG-200,OK,2882,AVREG_DATA.CATEGORIES.GLIDER
Z 326,OK,ROB,AVREG_DATA.CATEGORIES.AIRPLANE
SF 34,OK,3401,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,3766,AVREG_DATA.CATEGORIES.GLIDER
DG-500,OK,1010,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Bergfalke,OK,9360,AVREG_DATA.CATEGORIES.GLIDER
Cessna FR 172,OK,PRI,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 27,OK,9178,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,KTS,AVREG_DATA.CATEGORIES.HELICOPTER
Cessna 152,OK,RAJ,AVREG_DATA.CATEGORIES.AIRPLANE
CABRI G2,OK,CAB,AVREG_DATA.CATEGORIES.HELICOPTER
BB,OK,0023,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
R 44,OK,PZK,AVREG_DATA.CATEGORIES.HELICOPTER
NIMBUS,OK,3368,AVREG_DATA.CATEGORIES.GLIDER
LS 1-f,OK,2739,AVREG_DATA.CATEGORIES.GLIDER
DG-200/17,OK,1979,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,2957,AVREG_DATA.CATEGORIES.GLIDER
LS 3,OK,3898,AVREG_DATA.CATEGORIES.GLIDER
BEECH 400,OK,ESC,AVREG_DATA.CATEGORIES.AIRPLANE
TWIN ASTIR,OK,8144,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 152,OK,FDK,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna F 152,OK,JHM,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,0459,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,1985,AVREG_DATA.CATEGORIES.GLIDER
Z 42,OK,JLV,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,6558,AVREG_DATA.CATEGORIES.GLIDER
K7,OK,1536,AVREG_DATA.CATEGORIES.GLIDER
Z 526,OK,DRA,AVREG_DATA.CATEGORIES.AIRPLANE
Standard Cirrus,OK,4740,AVREG_DATA.CATEGORIES.GLIDER
TWIN ASTIR,OK,4861,AVREG_DATA.CATEGORIES.GLIDER
ASW 15,OK,2013,AVREG_DATA.CATEGORIES.GLIDER
GROB SAILPLANES,OK,3780,AVREG_DATA.CATEGORIES.GLIDER
ASTIR CS,OK,9752,AVREG_DATA.CATEGORIES.GLIDER
Arcus T,OK,3312,AVREG_DATA.CATEGORIES.POWERED_GLIDER
EXTRA 300,OK,SON,AVREG_DATA.CATEGORIES.AIRPLANE
B 737,OK,TVW,AVREG_DATA.CATEGORIES.AIRPLANE
TWIN ASTIR,OK,2222,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 152,OK,SKP,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 19,OK,3892,AVREG_DATA.CATEGORIES.GLIDER
KKB-15/18,OK,8418,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Mosquito B,OK,7776,AVREG_DATA.CATEGORIES.GLIDER
L 200,OK,OLT,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna 172,OK,ELS,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,8896,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Duo Discus,OK,2341,AVREG_DATA.CATEGORIES.GLIDER
LS 4,OK,5751,AVREG_DATA.CATEGORIES.GLIDER
L 29,OK,ATP,AVREG_DATA.CATEGORIES.AIRPLANE
Duo Discus,OK,1969,AVREG_DATA.CATEGORIES.POWERED_GLIDER
Bergfalke,OK,1465,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,1771,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
J-4,OK,AVG,AVREG_DATA.CATEGORIES.AIRPLANE
K7,OK,3026,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,MRT,AVREG_DATA.CATEGORIES.AIRPLANE
Duo Discus,OK,1952,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,8804,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Mi 8,OK,SFB,AVREG_DATA.CATEGORIES.HELICOPTER
VENTUS,OK,0369,AVREG_DATA.CATEGORIES.POWERED_GLIDER
BB,OK,9876,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
ASK 21,OK,0828,AVREG_DATA.CATEGORIES.GLIDER
Ka 6,OK,4422,AVREG_DATA.CATEGORIES.GLIDER
Cessna F 150,OK,DSM,AVREG_DATA.CATEGORIES.AIRPLANE
BELL 206,OK,ZKP,AVREG_DATA.CATEGORIES.HELICOPTER
DG-200/17,OK,5599,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,ODO,AVREG_DATA.CATEGORIES.AIRPLANE
R 22,OK,AKT,AVREG_DATA.CATEGORIES.HELICOPTER
Tecnam P 92-JS,OK,DTA,AVREG_DATA.CATEGORIES.AIRPLANE
Schön,OK,4858,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
BB,OK,1925,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
Cessna 172,OK,CES,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,VRK,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,6999,AVREG_DATA.CATEGORIES.GLIDER
AW-119 Koala,OK,MAC,AVREG_DATA.CATEGORIES.HELICOPTER
BELL TAH-1P,OK,AHC,AVREG_DATA.CATEGORIES.HELICOPTER
SR22,OK,SVM,AVREG_DATA.CATEGORIES.AIRPLANE
L 13,OK,5036,AVREG_DATA.CATEGORIES.GLIDER
PIPER PA28,OK,UFI,AVREG_DATA.CATEGORIES.AIRPLANE
PIPER PA28,OK,ELL,AVREG_DATA.CATEGORIES.AIRPLANE
VENTUS,OK,2112,AVREG_DATA.CATEGORIES.GLIDER
Standard Cirrus,OK,5363,AVREG_DATA.CATEGORIES.GLIDER
Rallye 100,OK,EBW,AVREG_DATA.CATEGORIES.AIRPLANE
Cessna R172 (Hawk XP),OK,AAH,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,2380,AVREG_DATA.CATEGORIES.GLIDER
Bergfalke,OK,5349,AVREG_DATA.CATEGORIES.GLIDER
DG-200/17,OK,1428,AVREG_DATA.CATEGORIES.GLIDER
R 44,OK,LTM,AVREG_DATA.CATEGORIES.HELICOPTER
R 22,OK,AVE,AVREG_DATA.CATEGORIES.HELICOPTER
R 44,OK,TAP,AVREG_DATA.CATEGORIES.HELICOPTER
L 410,OK,JUM,AVREG_DATA.CATEGORIES.AIRPLANE
BB,OK,4050,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,POK,AVREG_DATA.CATEGORIES.AIRPLANE
ASW 15,OK,1908,AVREG_DATA.CATEGORIES.GLIDER
SR22,OK,OKE,AVREG_DATA.CATEGORIES.AIRPLANE
T67,OK,RAW,AVREG_DATA.CATEGORIES.AIRPLANE
DG-200/17,OK,5619,AVREG_DATA.CATEGORIES.GLIDER
HPH Glasflügel 304,OK,4781,AVREG_DATA.CATEGORIES.POWERED_GLIDER
SF 34,OK,3400,AVREG_DATA.CATEGORIES.GLIDER
BB,OK,6007,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON
SR22,OK,UHE,AVREG_DATA.CATEGORIES.AIRPLANE
LS 1-d,OK,2081,AVREG_DATA.CATEGORIES.GLIDER
SU-29,OK,JMP,AVREG_DATA.CATEGORIES.AIRPLANE
